Y'all be cookin' beans.,Who be cookin' beans?,Y'all.,
Y'all done gone home early.,Done gone home when?,Y'all.,
Y'all be sin'in' a song.,Who be sin'in' a song?,Y'all.,
Y'all be lovin' dogs.,Who be lovin' dogs?,Y'all.,
Y'all be playin' the piano.,Who be playin' the piano?,Y'all.,
Y'all be goin' to concerts.,Who be goin' to concerts?,Y'all.,
Y'all be swimmin' at the beach.,Who be swimmin' at the beach?,Y'all.,
Y'all be goin' to the mall.,Be goin' where?,The mall.,
Y'all done fixed the car.,Done fixed what?,The car.,
Y'all never ate no fruit snacks.,Never ate no what?,Fruit snacks.,
Y'all done designed those stickers.,Designed what?,Those stickers.,
Y'all be writin' a story.,Be writin' what?,A story.,
Y'all done made that program.,Done made what?,That program.,
Y'all done cleaned the room.,Done cleaned what?,The room.,
Y'all be watchin' them kids.,Be watchin' who?,Kids.,
Y'all be eatin' chicken nuggets.,Who be eatin' chicken nuggets?,Y'all.,
Y'all like them fruit snacks.,Who likes them fruit snacks?,Y'all.,
Y'all be playin' viola.,Who be playin' viola?,Y'all.,
Y'all be conductin' an orchestra.,Be conductin' what?,An orchestra.,
Y'all be lovin' warm weather.,Who be lovin' warm weather?,Y'all.,
Y'all never ate no peppermint bites.,Never ate no what?,Peppermint bites.,
Y'all dig vacations.,Who dig vacations?,Y'all.,
Y'all done drank water today.,Done drank what?,Water today.,
Y'all be likin' carpet floorin'.,Who be likin' carpet floorin'?,Y'all.,
Y'all done charged the computer.,Charged what?,The computer.,
Y'all done went to the dance.,Done went where?,To the dance.,
Y'all done put them stickers on the wall.,Done put stickers where?,On the wall.,
Y'all done pay the bills.,Done pay what?,The bills.,
Y'all takin' a test.,Takin' what?,A test.,
Y'all takin' a train.,Takin' what?,A train.,
Y'all boardin' the airplane.,Boarded what?,The airplane.,
Y'all done left the park.,Left where?,The park.,
Y'all never made no friend.,Never made no what?,Friend.,
Y'all done listened to music.,Listened to what?,Music.,
Y'all done painted a landscape.,Painted what?,A landscape.,
Y'all done improvised a presentation.,Improvised what?,A presentation.,
Y'all done performed a musical.,Performed what?,A musical.,
Y'all done studied hard.,Who done studied hard?,Y'all.,
Y'all done made a reservation at the restaurant.,Done made what?,A reservation at the restaurant.,
Y'all done calculated averages.,Done calculated what?,Averages.,
Y'all done lost them keys.,Done lost what?,Keys.,
Y'all done sold them clothes.,Done sold them what?,Clothes.,
Y'all be dancin' all night.,Be dancin' when?,All night.,
Y'all be knowin' her.,Be knowin' who?,Her.,
Y'all done recognized him.,Recognized who?,Him.,
Y'all never saw no dog.,Never saw no what?,Dog.,
Y'all done volunteered at the park.,Done volunteered where?,At the park.,
Y'all never lost no game.,Never lost no what?,Game.,
Y'all never won no match.,Never won no what?,Match.,
Y'all done picked up the phone.,Picked up what?,The phone.,
Y'all be scrollin' down the webpage.,Be scrollin' down what?,The webpage.,
Y'all done did the homework.,Done did what?,The homework.,
Y'all done cleaned the window.,Done cleaned what?,The window.,
Y'all be openin' the window.,Be openin' what?,The window.,
Y'all done closed the door.,Done closed what?,The door.,
Y'all drew them pictures.,Drew what?,Pictures.,
Y'all done took them.,Done took what?,Them.,
Y'all be buyin' colored pencils.,Be buyin' what?,Colored pencils.,
Y'all done created an origami plane.,Done created what?,An origami plane.,
Y'all done 15 hours of sleep.,Who done 15 hours of sleep?,Y'all.,
Y'all be buying a leather jacket.,Bought what?,A leather jacket.,
Y'all be seeing a Broadway musical.,Saw what?,A Broadway musical.,
Y'all done wrote 20 pages.,Wrote what?,20 pages.,
Y'all be needing to write 20 pages.,Needs to write what?,20 pages.,
Y'all drew on the blackboard.,Drew where?,On the blackboard.,
Y'all never found no iPad.,Never found no what?,iPad.,
Y'all never bought no pen and pencil.,Never bought no what?,Pen and pencil.,
Y'all be learning to code.,Be learning to what?,Code.,
Y'all done found the treasure.,Done found what?,The treasure.,
Y'all be playin' soccer.,Be playin' what?,Soccer.,
Y'all be injured.,Who be injured?,Y'all.,
Y'all never woke up to no cold weather.,Never woke up to no what?,Cold.,
Y'all done stepped outside.,Done stepped where?,Outside.,
Y'all be goin' to bed.,Be goin' where?,To bed.,
Y'all be fallin' asleep.,Who be fallin' asleep?,Y'all.,
Y'all be takin' a nap. ,Be takin' what?,A nap.,
Y'all never got no sickness.,Never got no what?,Sickness.,
Y'all be puttin' on a hat.,Be puttin' on what?,A hat.,
Y'all be callin' the principal.,Be callin' who?,The principal.,
Y'all never fell off no swing.,Never fell off no what?,Swing.,
Y'all never found no seashells.,Never found no what?,Seashells,
Y'all be visitin' a family member.,Be visitin' who?,A family member,
Y'all be pausin' the song.,Be pausin' what?,The song.,
Y'all done invited a friend.,Done invited who?,A friend.,
Y'all never hung out with no friend.,Never hung out with no what?,Friends.,
Y'all be composin' new music.,Be composin' what?,New music.,
Y'all done wrote a novel.,Done wrote what?,A novel.,
Y'all done exercised at the gym.,Done exercised where?,At the gym.,
Y'all be stayin' hydrated.,Be stayin' what?,Hydrated.,
Y'all be playin' with the dog.,Be playin' with what?,The dog.,
Y'all done practiced for 40 hours.,Done practiced how?,For 40 hours.,
Y'all be goin' on a rollercoaster.,Be goin' on what?,A rollercoaster.,
Y'all be rollin' down the hill.,Be rollin' down what?,The hill.,
Y'all done turned off them lights.,Done turned off what?,Lights.,
Y'all done knitted a scarf.,Done knitted what?,A scarf.,
Y'all never voted in no election.,Never voted in no what?,Election.,
Y'all never drank no coffees.,Never drank no what?,Coffees.,
Y'all done bought new earrings.,Bought what?,Earrings.,
We be makin' soup.,Who be makin' soup?,We.,
We be makin' houses.,Who be makin' houses?,We.,
We be cookin' beans.,Who be cookin' beans?,We.,
We done gone home early.,Done gone home when?,We.,
We be sin'in' a song.,Who be sin'in' a song?,We.,
We be lovin' dogs.,Who be lovin' dogs?,We.,
We be playin' the piano.,Who be playin' the piano?,We.,
We be goin' to concerts.,Who be goin' to concerts?,We.,
We be swimmin' at the beach.,Who be swimmin' at the beach?,We.,
We be goin' to the mall.,Be goin' where?,The mall.,
We done fixed the car.,Done fixed what?,The car.,
We never ate no fruit snacks.,Never ate no what?,Fruit snacks.,
We done designed those stickers.,Designed what?,Those stickers.,
We be writin' a story.,Be writin' what?,A story.,
We done made that program.,Done made what?,That program.,
We done cleaned the room.,Done cleaned what?,The room.,
We be watchin' them kids.,Be watchin' who?,Kids.,
We be eatin' chicken nuggets.,Who be eatin' chicken nuggets?,We.,
We like them fruit snacks.,Who likes them fruit snacks?,We.,
We be playin' viola.,Who be playin' viola?,We.,
We be conductin' an orchestra.,Be conductin' what?,An orchestra.,
We be lovin' warm weather.,Who be lovin' warm weather?,We.,
We never ate no peppermint bites.,Never ate no what?,Peppermint bites.,
We dig vacations.,Who dig vacations?,We.,
We done drank water today.,Done drank what?,Water today.,
We be likin' carpet floorin'.,Who be likin' carpet floorin'?,We.,
We done charged the computer.,Charged what?,The computer.,
We done went to the dance.,Done went where?,To the dance.,
We done put them stickers on the wall.,Done put stickers where?,On the wall.,
We done pay the bills.,Done pay what?,The bills.,
We takin' a test.,Takin' what?,A test.,
We takin' a train.,Takin' what?,A train.,
We boardin' the airplane.,Boarded what?,The airplane.,
We done left the park.,Left where?,The park.,
We never made no friend.,Never made no what?,Friend.,
We done listened to music.,Listened to what?,Music.,
We done painted a landscape.,Painted what?,A landscape.,
We done improvised a presentation.,Improvised what?,A presentation.,
We done performed a musical.,Performed what?,A musical.,
We done studied hard.,Who done studied hard?,We.,
We done made a reservation at the restaurant.,Done made what?,A reservation at the restaurant.,
We done calculated averages.,Done calculated what?,Averages.,
We done lost them keys.,Done lost what?,Keys.,
We done sold them clothes.,Done sold them what?,Clothes.,
We be dancin' all night.,Be dancin' when?,All night.,
We be knowin' her.,Be knowin' who?,Her.,
We done recognized him.,Recognized who?,Him.,
We never saw no dog.,Never saw no what?,Dog.,
We done volunteered at the park.,Done volunteered where?,At the park.,
We never lost no game.,Never lost no what?,Game.,
We never won no match.,Never won no what?,Match.,
We done picked up the phone.,Picked up what?,The phone.,
We be scrollin' down the webpage.,Be scrollin' down what?,The webpage.,
We done did the homework.,Done did what?,The homework.,
We done cleaned the window.,Done cleaned what?,The window.,
We be openin' the window.,Be openin' what?,The window.,
We done closed the door.,Done closed what?,The door.,
We drew them pictures.,Drew what?,Pictures.,
We done took them.,Done took what?,Them.,
We be buyin' colored pencils.,Be buyin' what?,Colored pencils.,
We done created an origami plane.,Done created what?,An origami plane.,
We done 15 hours of sleep.,Who done 15 hours of sleep?,We.,
We be buying a leather jacket.,Bought what?,A leather jacket.,
We be seeing a Broadway musical.,Saw what?,A Broadway musical.,
We done wrote 20 pages.,Wrote what?,20 pages.,
We be needing to write 20 pages.,Needs to write what?,20 pages.,
We drew on the blackboard.,Drew where?,On the blackboard.,
We never found no iPad.,Never found no what?,iPad.,
We never bought no pen and pencil.,Never bought no what?,Pen and pencil.,
We be learning to code.,Be learning to what?,Code.,
We done found the treasure.,Done found what?,The treasure.,
We be playin' soccer.,Be playin' what?,Soccer.,
We be injured.,Who be injured?,We.,
We never woke up to no cold weather.,Never woke up to no what?,Cold.,
We done stepped outside.,Done stepped where?,Outside.,
We be goin' to bed.,Be goin' where?,To bed.,
We be fallin' asleep.,Who be fallin' asleep?,We.,
We be takin' a nap. ,Be takin' what?,A nap.,
We never got no sickness.,Never got no what?,Sickness.,
We be puttin' on a hat.,Be puttin' on what?,A hat.,
We be callin' the principal.,Be callin' who?,The principal.,
We never fell off no swing.,Never fell off no what?,Swing.,
We never found no seashells.,Never found no what?,Seashells,
We be visitin' a family member.,Be visitin' who?,A family member,
We be pausin' the song.,Be pausin' what?,The song.,
We done invited a friend.,Done invited who?,A friend.,
We never hung out with no friend.,Never hung out with no what?,Friends.,
We be composin' new music.,Be composin' what?,New music.,
We done wrote a novel.,Done wrote what?,A novel.,
We done exercised at the gym.,Done exercised where?,At the gym.,
We be stayin' hydrated.,Be stayin' what?,Hydrated.,
We be playin' with the dog.,Be playin' with what?,The dog.,
We done practiced for 40 hours.,Done practiced how?,For 40 hours.,
We be goin' on a rollercoaster.,Be goin' on what?,A rollercoaster.,
We be rollin' down the hill.,Be rollin' down what?,The hill.,
We done turned off them lights.,Done turned off what?,Lights.,
We done knitted a scarf.,Done knitted what?,A scarf.,
We never voted in no election.,Never voted in no what?,Election.,
We never drank no coffees.,Never drank no what?,Coffees.,
We done bought new earrings.,Bought what?,Earrings.,
They be makin' soup.,Who be makin' soup?,They.,
They be makin' houses.,Who be makin' houses?,They.,
They be cookin' beans.,Who be cookin' beans?,They.,
They done gone home early.,Done gone home when?,They.,
They be sin'in' a song.,Who be sin'in' a song?,They.,
They be lovin' dogs.,Who be lovin' dogs?,They.,
They be playin' the piano.,Who be playin' the piano?,They.,
They be goin' to concerts.,Who be goin' to concerts?,They.,
They be swimmin' at the beach.,Who be swimmin' at the beach?,They.,
They be goin' to the mall.,Be goin' where?,The mall.,
They done fixed the car.,Done fixed what?,The car.,
They never ate no fruit snacks.,Never ate no what?,Fruit snacks.,
They done designed those stickers.,Designed what?,Those stickers.,
They be writin' a story.,Be writin' what?,A story.,
They done made that program.,Done made what?,That program.,
They done cleaned the room.,Done cleaned what?,The room.,
They be watchin' them kids.,Be watchin' who?,Kids.,
They be eatin' chicken nuggets.,Who be eatin' chicken nuggets?,They.,
They like them fruit snacks.,Who likes them fruit snacks?,They.,
They be playin' viola.,Who be playin' viola?,They.,
They be conductin' an orchestra.,Be conductin' what?,An orchestra.,
They be lovin' warm weather.,Who be lovin' warm weather?,They.,
They never ate no peppermint bites.,Never ate no what?,Peppermint bites.,
They dig vacations.,Who dig vacations?,They.,
They done drank water today.,Done drank what?,Water today.,
They be likin' carpet floorin'.,Who be likin' carpet floorin'?,They.,
They done charged the computer.,Charged what?,The computer.,
They done went to the dance.,Done went where?,To the dance.,
They done put them stickers on the wall.,Done put stickers where?,On the wall.,
They done pay the bills.,Done pay what?,The bills.,
They takin' a test.,Takin' what?,A test.,
They takin' a train.,Takin' what?,A train.,
They boardin' the airplane.,Boarded what?,The airplane.,
They done left the park.,Left where?,The park.,
They never made no friend.,Never made no what?,Friend.,
They done listened to music.,Listened to what?,Music.,
They done painted a landscape.,Painted what?,A landscape.,
They done improvised a presentation.,Improvised what?,A presentation.,
They done performed a musical.,Performed what?,A musical.,
They done studied hard.,Who done studied hard?,They.,
They done made a reservation at the restaurant.,Done made what?,A reservation at the restaurant.,
They done calculated averages.,Done calculated what?,Averages.,
They done lost them keys.,Done lost what?,Keys.,
They done sold them clothes.,Done sold them what?,Clothes.,
They be dancin' all night.,Be dancin' when?,All night.,
They be knowin' her.,Be knowin' who?,Her.,
They done recognized him.,Recognized who?,Him.,
They never saw no dog.,Never saw no what?,Dog.,
They done volunteered at the park.,Done volunteered where?,At the park.,
They never lost no game.,Never lost no what?,Game.,
They never won no match.,Never won no what?,Match.,
They done picked up the phone.,Picked up what?,The phone.,
They be scrollin' down the webpage.,Be scrollin' down what?,The webpage.,
They done did the homework.,Done did what?,The homework.,
They done cleaned the window.,Done cleaned what?,The window.,
They be openin' the window.,Be openin' what?,The window.,
They done closed the door.,Done closed what?,The door.,
They drew them pictures.,Drew what?,Pictures.,
They done took them.,Done took what?,Them.,
They be buyin' colored pencils.,Be buyin' what?,Colored pencils.,
They done created an origami plane.,Done created what?,An origami plane.,
They done 15 hours of sleep.,Who done 15 hours of sleep?,They.,
They be buying a leather jacket.,Bought what?,A leather jacket.,
They be seeing a Broadway musical.,Saw what?,A Broadway musical.,
They done wrote 20 pages.,Wrote what?,20 pages.,
They be needing to write 20 pages.,Needs to write what?,20 pages.,
They drew on the blackboard.,Drew where?,On the blackboard.,
They never found no iPad.,Never found no what?,iPad.,
They never bought no pen and pencil.,Never bought no what?,Pen and pencil.,
They be learning to code.,Be learning to what?,Code.,
They done found the treasure.,Done found what?,The treasure.,
They be playin' soccer.,Be playin' what?,Soccer.,
They be injured.,Who be injured?,They.,
They never woke up to no cold weather.,Never woke up to no what?,Cold.,
They done stepped outside.,Done stepped where?,Outside.,
They be goin' to bed.,Be goin' where?,To bed.,
They be fallin' asleep.,Who be fallin' asleep?,They.,
They be takin' a nap. ,Be takin' what?,A nap.,
They never got no sickness.,Never got no what?,Sickness.,
They be puttin' on a hat.,Be puttin' on what?,A hat.,
They be callin' the principal.,Be callin' who?,The principal.,
They never fell off no swing.,Never fell off no what?,Swing.,
They never found no seashells.,Never found no what?,Seashells,
They be visitin' a family member.,Be visitin' who?,A family member,
They be pausin' the song.,Be pausin' what?,The song.,
They done invited a friend.,Done invited who?,A friend.,
They never hung out with no friend.,Never hung out with no what?,Friends.,
They be composin' new music.,Be composin' what?,New music.,
They done wrote a novel.,Done wrote what?,A novel.,
They done exercised at the gym.,Done exercised where?,At the gym.,
They be stayin' hydrated.,Be stayin' what?,Hydrated.,
They be playin' with the dog.,Be playin' with what?,The dog.,
They done practiced for 40 hours.,Done practiced how?,For 40 hours.,
They be goin' on a rollercoaster.,Be goin' on what?,A rollercoaster.,
They be rollin' down the hill.,Be rollin' down what?,The hill.,
They done turned off them lights.,Done turned off what?,Lights.,
They done knitted a scarf.,Done knitted what?,A scarf.,
They never voted in no election.,Never voted in no what?,Election.,
They never drank no coffees.,Never drank no what?,Coffees.,
They done bought new earrings.,Bought what?,Earrings.,
He be makin' soup.,Who be makin' soup?,He.,
He be makin' houses.,Who be makin' houses?,He.,
He be cookin' beans.,Who be cookin' beans?,He.,
He done gone home early.,Done gone home when?,He.,
He be sin'in' a song.,Who be sin'in' a song?,He.,
He be lovin' dogs.,Who be lovin' dogs?,He.,
He be playin' the piano.,Who be playin' the piano?,He.,
He be goin' to concerts.,Who be goin' to concerts?,He.,
He be swimmin' at the beach.,Who be swimmin' at the beach?,He.,
He be goin' to the mall.,Be goin' where?,The mall.,
He done fixed the car.,Done fixed what?,The car.,
He never ate no fruit snacks.,Never ate no what?,Fruit snacks.,
He done designed those stickers.,Designed what?,Those stickers.,
He be writin' a story.,Be writin' what?,A story.,
He done made that program.,Done made what?,That program.,
He done cleaned the room.,Done cleaned what?,The room.,
He be watchin' them kids.,Be watchin' who?,Kids.,
He be eatin' chicken nuggets.,Who be eatin' chicken nuggets?,He.,
He likes them fruit snacks.,Who likes them fruit snacks?,He.,
He be playin' viola.,Who be playin' viola?,He.,
He be conductin' an orchestra.,Be conductin' what?,An orchestra.,
He be lovin' warm weather.,Who be lovin' warm weather?,He.,
He never ate no peppermint bites.,Never ate no what?,Peppermint bites.,
He dig vacations.,Who dig vacations?,He.,
He done drank water today.,Done drank what?,Water today.,
He be likin' carpet floorin'.,Who be likin' carpet floorin'?,He.,
He done charged the computer.,Charged what?,The computer.,
He done went to the dance.,Done went where?,To the dance.,
He done put them stickers on the wall.,Done put stickers where?,On the wall.,
He done pay the bills.,Done pay what?,The bills.,
He takin' a test.,Takin' what?,A test.,
He takin' a train.,Takin' what?,A train.,
He boardin' the airplane.,Boarded what?,The airplane.,
He done left the park.,Left where?,The park.,
He never made no friend.,Never made no what?,Friend.,
He done listened to music.,Listened to what?,Music.,
He done painted a landscape.,Painted what?,A landscape.,
He done improvised a presentation.,Improvised what?,A presentation.,
He done performed a musical.,Performed what?,A musical.,
He done studied hard.,Who done studied hard?,He.,
He done made a reservation at the restaurant.,Done made what?,A reservation at the restaurant.,
He done calculated averages.,Done calculated what?,Averages.,
He done lost them keys.,Done lost what?,Keys.,
He done sold them clothes.,Done sold them what?,Clothes.,
He be dancin' all night.,Be dancin' when?,All night.,
He be knowin' her.,Be knowin' who?,Her.,
He done recognized him.,Recognized who?,Him.,
He never saw no dog.,Never saw no what?,Dog.,
He done volunteered at the park.,Done volunteered where?,At the park.,
He never lost no game.,Never lost no what?,Game.,
He never won no match.,Never won no what?,Match.,
He done picked up the phone.,Picked up what?,The phone.,
He be scrollin' down the webpage.,Be scrollin' down what?,The webpage.,
He done did the homework.,Done did what?,The homework.,
He done cleaned the window.,Done cleaned what?,The window.,
He be openin' the window.,Be openin' what?,The window.,
He done closed the door.,Done closed what?,The door.,
He drew them pictures.,Drew what?,Pictures.,
He done took them.,Done took what?,Them.,
He be buyin' colored pencils.,Be buyin' what?,Colored pencils.,
He done created an origami plane.,Done created what?,An origami plane.,
He done 15 hours of sleep.,Who done 15 hours of sleep?,He.,
He be buying a leather jacket.,Bought what?,A leather jacket.,
He be seeing a Broadway musical.,Saw what?,A Broadway musical.,
He done wrote 20 pages.,Wrote what?,20 pages.,
He be needing to write 20 pages.,Needs to write what?,20 pages.,
He drew on the blackboard.,Drew where?,On the blackboard.,
He never found no iPad.,Never found no what?,iPad.,
He never bought no pen and pencil.,Never bought no what?,Pen and pencil.,
He be learning to code.,Be learning to what?,Code.,
He done found the treasure.,Done found what?,The treasure.,
He be playin' soccer.,Be playin' what?,Soccer.,
He be injured.,Who be injured?,He.,
He never woke up to no cold weather.,Never woke up to no what?,Cold.,
He done stepped outside.,Done stepped where?,Outside.,
He be goin' to bed.,Be goin' where?,To bed.,
He be fallin' asleep.,Who be fallin' asleep?,He.,
He be takin' a nap. ,Be takin' what?,A nap.,
He never got no sickness.,Never got no what?,Sickness.,
He be puttin' on a hat.,Be puttin' on what?,A hat.,
He be callin' the principal.,Be callin' who?,The principal.,
He never fell off no swing.,Never fell off no what?,Swing.,
He never found no seashells.,Never found no what?,Seashells,
He be visitin' a family member.,Be visitin' who?,A family member,
He be pausin' the song.,Be pausin' what?,The song.,
He done invited a friend.,Done invited who?,A friend.,
He never hung out with no friend.,Never hung out with no what?,Friends.,
He be composin' new music.,Be composin' what?,New music.,
He done wrote a novel.,Done wrote what?,A novel.,
He done exercised at the gym.,Done exercised where?,At the gym.,
He be stayin' hydrated.,Be stayin' what?,Hydrated.,
He be playin' with the dog.,Be playin' with what?,The dog.,
He done practiced for 40 hours.,Done practiced how?,For 40 hours.,
He be goin' on a rollercoaster.,Be goin' on what?,A rollercoaster.,
He be rollin' down the hill.,Be rollin' down what?,The hill.,
He done turned off them lights.,Done turned off what?,Lights.,
He done knitted a scarf.,Done knitted what?,A scarf.,
He never voted in no election.,Never voted in no what?,Election.,
He never drank no coffees.,Never drank no what?,Coffees.,
He done bought new earrings.,Bought what?,Earrings.,
She be makin' soup.,Who be makin' soup?,She.,
She be makin' houses.,Who be makin' houses?,She.,
She be cookin' beans.,Who be cookin' beans?,She.,
She done gone home early.,Done gone home when?,She.,
She be sin'in' a song.,Who be sin'in' a song?,She.,
She be lovin' dogs.,Who be lovin' dogs?,She.,
She be playin' the piano.,Who be playin' the piano?,She.,
She be goin' to concerts.,Who be goin' to concerts?,She.,
She be swimmin' at the beach.,Who be swimmin' at the beach?,She.,
She be goin' to the mall.,Be goin' where?,The mall.,
She done fixed the car.,Done fixed what?,The car.,
She never ate no fruit snacks.,Never ate no what?,Fruit snacks.,
She done designed those stickers.,Designed what?,Those stickers.,
She be writin' a story.,Be writin' what?,A story.,
She done made that program.,Done made what?,That program.,
She done cleaned the room.,Done cleaned what?,The room.,
She be watchin' them kids.,Be watchin' who?,Kids.,
She be eatin' chicken nuggets.,Who be eatin' chicken nuggets?,She.,
She likes them fruit snacks.,Who likes them fruit snacks?,She.,
She be playin' viola.,Who be playin' viola?,She.,
She be conductin' an orchestra.,Be conductin' what?,An orchestra.,
She be lovin' warm weather.,Who be lovin' warm weather?,She.,
She never ate no peppermint bites.,Never ate no what?,Peppermint bites.,
She dig vacations.,Who dig vacations?,She.,
She done drank water today.,Done drank what?,Water today.,
She be likin' carpet floorin'.,Who be likin' carpet floorin'?,She.,
She done charged the computer.,Charged what?,The computer.,
She done went to the dance.,Done went where?,To the dance.,
She done put them stickers on the wall.,Done put stickers where?,On the wall.,
She done pay the bills.,Done pay what?,The bills.,
She takin' a test.,Takin' what?,A test.,
She takin' a train.,Takin' what?,A train.,
She boardin' the airplane.,Boarded what?,The airplane.,
She done left the park.,Left where?,The park.,
She never made no friend.,Never made no what?,Friend.,
She done listened to music.,Listened to what?,Music.,
She done painted a landscape.,Painted what?,A landscape.,
She done improvised a presentation.,Improvised what?,A presentation.,
She done performed a musical.,Performed what?,A musical.,
She done studied hard.,Who done studied hard?,She.,
She done made a reservation at the restaurant.,Done made what?,A reservation at the restaurant.,
She done calculated averages.,Done calculated what?,Averages.,
She done lost them keys.,Done lost what?,Keys.,
She done sold them clothes.,Done sold them what?,Clothes.,
She be dancin' all night.,Be dancin' when?,All night.,
She be knowin' her.,Be knowin' who?,Her.,
She done recognized him.,Recognized who?,Him.,
She never saw no dog.,Never saw no what?,Dog.,
She done volunteered at the park.,Done volunteered where?,At the park.,
She never lost no game.,Never lost no what?,Game.,
She never won no match.,Never won no what?,Match.,
She done picked up the phone.,Picked up what?,The phone.,
