You paid the bills.,Paid what?,The bills.,
You took a test.,Took what?,A test.,
You took a train.,Took what?,A train.,
You boarded the airplane.,Boarded what?,The airplane.,
You left the park.,Left where?,The park.,
You made a friend.,Made what?,Friend.,
You listened to music.,Listened to what?,Music.,
You painted a landscape.,Painted what?,A landscape.,
You improvised a presentation.,Improvised what?,A presentation.,
You performed a musical.,Performed what?,A musical.,
You studied hard.,Who studied hard?,You.,
You made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
You calculated averages.,Calculated what?,Averages.,
You lost the keys.,Lost what?,Keys.,
You sold the clothes.,Sold what?,Clothes.,
You danced all night.,Danced when?,All night.,
You knew her.,Knew who?,Her,
You recognized him.,Recognized who?,Him.,
You saw a dog.,Saw what?,Dog.,
You volunteered at the park.,Volunteered where?,At the park.,
You lost the game.,Lost what?,Game.,
You won the match.,Won what?,Match.,
You picked up the phone.,Picked up what?,The phone.,
You scrolled down the webpage.,Scrolled down what?,The webpage.,
You did the homework.,Did what?,The homework.,
You cleaned the window.,Cleaned what?,The window.,
You opened the window.,Opened what?,The window.,
You closed the door.,Closed what?,The door.,
You drew a picture.,Drew what?,Pictures.,
You took a picture.,Took what?,Them.,
You bought colored pencils.,Bought what?,Colored pencils.,
You created an origami plane.,Created what?,An origami plane.,
You slept for 15 hours.,Slept how?,You.,
You bought a leather jacket.,Bought what?,A leather jacket.,
You saw a Broadway musical.,Saw what?,A Broadway musical.,
You wrote 20 pages.,Wrote what?,20 pages.,
You need to write 20 pages.,Needs to what?,20 pages.,
You drew on the blackboard.,Drew where?,On the blackboard.,
You found the iPad.,Found what?,iPad.,
You bought a pen and pencil.,Bought what?,Pen and pencil.,
You learned to code.,Learned what?,Code.,
You found the treasure.,Found what?,The treasure.,
You played soccer.,Played what?,Soccer.,
You were injured.,Who was injured?,You.,
You woke up to cold weather.,Woke up to what?,Cold.,
You stepped outside.,Stepped where?,Outside.,
You went to bed.,Went where?,To bed.,
You fell asleep.,Who fell asleep?,You.,
You took a nap. ,Took what?,A nap.,
You got sick.,Got what?,Sickness.,
You put on a hat.,Put on what?,A hat.,
You called the principal.,Called who?,The principal.,
You fell off a swing.,Fell off what?,Swing.,
You found seashells.,Found what?,Seashells.,
You visited a family member.,Visited who?,A family member.,
You paused the song.,Paused what?,The song.,
You invited a friend.,Invited who?,A friend.,
You hung out with a friend.,Hung out with who?,Friends.,
You composed new music.,Composed what?,New music.,
You wrote a novel.,Wrote what?,A novel.,
You exercised at the gym.,Exercised where?,At the gym.,
You stayed hydrated.,Stayed what?,Hydrated.,
You played with the dog.,Played with what?,The dog.,
You practiced for 40 hours.,Practiced how?,For 40 hours.,
You went on a rollercoaster.,Went where?,A rollercoaster.,
You rolled down the hill.,Rolled down what?,The hill.,
You turned off the light.,Turned off what?,The light.,
You knitted a scarf.,Knitted what?,A scarf.,
You voted in the election.,Voted in what?,Election.,
You drank three coffees.,Drank what?,Coffees.,
You bought new earrings.,Bought what?,Earrings.,
We make soup.,Who makes soup?,We.,
We make houses.,Who makes houses?,We.,
We cook beans.,Who cooks beans?,We.,
We went home early.,Went home when?,Early.,
We sing a song.,Who sings a song?,We.,
We love dogs.,Who loves dogs?,We.,
We play piano.,Who plays piano?,We.,
We go to concerts.,Who goes to concerts?,We.,
We swim at the beach.,Who swims at the beach?,We.,
We went to the mall.,Went where?,The mall.,
We fixed the car.,Fixed what?,The car.,
We ate fruit snacks.,Ate what?,Fruit snacks.,
We designed stickers.,Designed what?,Those stickers.,
We wrote a story.,Wrote what?,A story.,
We made a program.,Made what?,That program.,
We cleaned the room.,Cleaned what?,The room.,
We watched the kids.,Watched who?,Kids.,
We eat chicken nuggets.,Who eats chicken nuggets?,We.,
We like fruit snacks.,Who likes fruit snacks?,We.,
We play viola.,Who plays viola?,We.,
We conduct an orchestra.,Conducts what?,An orchestra.,
We love warm weather.,Who loves warm weather?,We.,
We ate peppermint bites.,Ate what?,Peppermint bites.,
We like vacations.,Who likes vacations?,We.,
We drank water today.,Drank what?,Water today.,
We like carpet flooring.,Who likes carpet flooring?,We.,
We charged the computer.,Charged what?,The computer.,
We went to the dance.,Went where?,To the dance.,
We put stickers on the wall.,Put stickers where?,On the wall.,
We paid the bills.,Paid what?,The bills.,
We took a test.,Took what?,A test.,
We took a train.,Took what?,A train.,
We boarded the airplane.,Boarded what?,The airplane.,
We left the park.,Left where?,The park.,
We made a friend.,Made what?,Friend.,
We listened to music.,Listened to what?,Music.,
We painted a landscape.,Painted what?,A landscape.,
We improvised a presentation.,Improvised what?,A presentation.,
We performed a musical.,Performed what?,A musical.,
We studied hard.,Who studied hard?,We.,
We made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
We calculated averages.,Calculated what?,Averages.,
We lost the keys.,Lost what?,Keys.,
We sold the clothes.,Sold what?,Clothes.,
We danced all night.,Danced when?,All night.,
We knew her.,Knew who?,Her,
We recognized him.,Recognized who?,Him.,
We saw a dog.,Saw what?,Dog.,
We volunteered at the park.,Volunteered where?,At the park.,
We lost the game.,Lost what?,Game.,
We won the match.,Won what?,Match.,
We picked up the phone.,Picked up what?,The phone.,
We scrolled down the webpage.,Scrolled down what?,The webpage.,
We did the homework.,Did what?,The homework.,
We cleaned the window.,Cleaned what?,The window.,
We opened the window.,Opened what?,The window.,
We closed the door.,Closed what?,The door.,
We drew a picture.,Drew what?,Pictures.,
We took a picture.,Took what?,Them.,
We bought colored pencils.,Bought what?,Colored pencils.,
We created an origami plane.,Created what?,An origami plane.,
We slept for 15 hours.,Slept how?,We.,
We bought a leather jacket.,Bought what?,A leather jacket.,
We saw a Broadway musical.,Saw what?,A Broadway musical.,
We wrote 20 pages.,Wrote what?,20 pages.,
We need to write 20 pages.,Needs to what?,20 pages.,
We drew on the blackboard.,Drew where?,On the blackboard.,
We found the iPad.,Found what?,iPad.,
We bought a pen and pencil.,Bought what?,Pen and pencil.,
We learned to code.,Learned what?,Code.,
We found the treasure.,Found what?,The treasure.,
We played soccer.,Played what?,Soccer.,
We were injured.,Who was injured?,We.,
We woke up to cold weather.,Woke up to what?,Cold.,
We stepped outside.,Stepped where?,Outside.,
We went to bed.,Went where?,To bed.,
We fell asleep.,Who fell asleep?,We.,
We took a nap. ,Took what?,A nap.,
We got sick.,Got what?,Sickness.,
We put on a hat.,Put on what?,A hat.,
We called the principal.,Called who?,The principal.,
We fell off a swing.,Fell off what?,Swing.,
We found seashells.,Found what?,Seashells.,
We visited a family member.,Visited who?,A family member.,
We paused the song.,Paused what?,The song.,
We invited a friend.,Invited who?,A friend.,
We hung out with a friend.,Hung out with who?,Friends.,
We composed new music.,Composed what?,New music.,
We wrote a novel.,Wrote what?,A novel.,
We exercised at the gym.,Exercised where?,At the gym.,
We stayed hydrated.,Stayed what?,Hydrated.,
We played with the dog.,Played with what?,The dog.,
We practiced for 40 hours.,Practiced how?,For 40 hours.,
We went on a rollercoaster.,Went where?,A rollercoaster.,
We rolled down the hill.,Rolled down what?,The hill.,
We turned off the light.,Turned off what?,The light.,
We knitted a scarf.,Knitted what?,A scarf.,
We voted in the election.,Voted in what?,Election.,
We drank three coffees.,Drank what?,Coffees.,
We bought new earrings.,Bought what?,Earrings.,
They make soup.,Who makes soup?,They.,
They make houses.,Who makes houses?,They.,
They cook beans.,Who cooks beans?,They.,
They went home early.,Went home when?,Early.,
They sing a song.,Who sings a song?,They.,
They love dogs.,Who loves dogs?,They.,
They play piano.,Who plays piano?,They.,
They go to concerts.,Who goes to concerts?,They.,
They swim at the beach.,Who swims at the beach?,They.,
They went to the mall.,Went where?,The mall.,
They fixed the car.,Fixed what?,The car.,
They ate fruit snacks.,Ate what?,Fruit snacks.,
They designed stickers.,Designed what?,Those stickers.,
They wrote a story.,Wrote what?,A story.,
They made a program.,Made what?,That program.,
They cleaned the room.,Cleaned what?,The room.,
They watched the kids.,Watched who?,Kids.,
They eat chicken nuggets.,Who eats chicken nuggets?,They.,
They like fruit snacks.,Who likes fruit snacks?,They.,
They play viola.,Who plays viola?,They.,
They conduct an orchestra.,Conducts what?,An orchestra.,
They love warm weather.,Who loves warm weather?,They.,
They ate peppermint bites.,Ate what?,Peppermint bites.,
They like vacations.,Who likes vacations?,They.,
They drank water today.,Drank what?,Water today.,
They like carpet flooring.,Who likes carpet flooring?,They.,
They charged the computer.,Charged what?,The computer.,
They went to the dance.,Went where?,To the dance.,
They put stickers on the wall.,Put stickers where?,On the wall.,
They paid the bills.,Paid what?,The bills.,
They took a test.,Took what?,A test.,
They took a train.,Took what?,A train.,
They boarded the airplane.,Boarded what?,The airplane.,
They left the park.,Left where?,The park.,
They made a friend.,Made what?,Friend.,
They listened to music.,Listened to what?,Music.,
They painted a landscape.,Painted what?,A landscape.,
They improvised a presentation.,Improvised what?,A presentation.,
They performed a musical.,Performed what?,A musical.,
They studied hard.,Who studied hard?,They.,
They made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
They calculated averages.,Calculated what?,Averages.,
They lost the keys.,Lost what?,Keys.,
They sold the clothes.,Sold what?,Clothes.,
They danced all night.,Danced when?,All night.,
They knew her.,Knew who?,Her,
They recognized him.,Recognized who?,Him.,
They saw a dog.,Saw what?,Dog.,
They volunteered at the park.,Volunteered where?,At the park.,
They lost the game.,Lost what?,Game.,
They won the match.,Won what?,Match.,
They picked up the phone.,Picked up what?,The phone.,
They scrolled down the webpage.,Scrolled down what?,The webpage.,
They did the homework.,Did what?,The homework.,
They cleaned the window.,Cleaned what?,The window.,
They opened the window.,Opened what?,The window.,
They closed the door.,Closed what?,The door.,
They drew a picture.,Drew what?,Pictures.,
They took a picture.,Took what?,Them.,
They bought colored pencils.,Bought what?,Colored pencils.,
They created an origami plane.,Created what?,An origami plane.,
They slept for 15 hours.,Slept how?,They.,
They bought a leather jacket.,Bought what?,A leather jacket.,
They saw a Broadway musical.,Saw what?,A Broadway musical.,
They wrote 20 pages.,Wrote what?,20 pages.,
They need to write 20 pages.,Needs to what?,20 pages.,
They drew on the blackboard.,Drew where?,On the blackboard.,
They found the iPad.,Found what?,iPad.,
They bought a pen and pencil.,Bought what?,Pen and pencil.,
They learned to code.,Learned what?,Code.,
They found the treasure.,Found what?,The treasure.,
They played soccer.,Played what?,Soccer.,
They were injured.,Who was injured?,They.,
They woke up to cold weather.,Woke up to what?,Cold.,
They stepped outside.,Stepped where?,Outside.,
They went to bed.,Went where?,To bed.,
They fell asleep.,Who fell asleep?,They.,
They took a nap. ,Took what?,A nap.,
They got sick.,Got what?,Sickness.,
They put on a hat.,Put on what?,A hat.,
They called the principal.,Called who?,The principal.,
They fell off a swing.,Fell off what?,Swing.,
They found seashells.,Found what?,Seashells.,
They visited a family member.,Visited who?,A family member.,
They paused the song.,Paused what?,The song.,
They invited a friend.,Invited who?,A friend.,
They hung out with a friend.,Hung out with who?,Friends.,
They composed new music.,Composed what?,New music.,
They wrote a novel.,Wrote what?,A novel.,
They exercised at the gym.,Exercised where?,At the gym.,
They stayed hydrated.,Stayed what?,Hydrated.,
They played with the dog.,Played with what?,The dog.,
They practiced for 40 hours.,Practiced how?,For 40 hours.,
They went on a rollercoaster.,Went where?,A rollercoaster.,
They rolled down the hill.,Rolled down what?,The hill.,
They turned off the light.,Turned off what?,The light.,
They knitted a scarf.,Knitted what?,A scarf.,
They voted in the election.,Voted in what?,Election.,
They drank three coffees.,Drank what?,Coffees.,
They bought new earrings.,Bought what?,Earrings.,
He makes soup.,Who makes soup?,He.,
He makes houses.,Who makes houses?,He.,
He cooks beans.,Who cooks beans?,He.,
He went home early.,Went home when?,Early.,
He sings a song.,Who sings a song?,He.,
He loves dogs.,Who loves dogs?,He.,
He plays piano.,Who plays piano?,He.,
He goes to concerts.,Who goes to concerts?,He.,
He swims at the beach.,Who swims at the beach?,He.,
He went to the mall.,Went where?,The mall.,
He fixed the car.,Fixed what?,The car.,
He ate fruit snacks.,Ate what?,Fruit snacks.,
He designed stickers.,Designed what?,Those stickers.,
He wrote a story.,Wrote what?,A story.,
He made a program.,Made what?,That program.,
He cleaned the room.,Cleaned what?,The room.,
He watched the kids.,Watched who?,Kids.,
He eats chicken nuggets.,Who eats chicken nuggets?,He.,
He likes fruit snacks.,Who likes fruit snacks?,He.,
He plays viola.,Who plays viola?,He.,
He conducts an orchestra.,Conducts what?,An orchestra.,
He loves warm weather.,Who loves warm weather?,He.,
He ate peppermint bites.,Ate what?,Peppermint bites.,
He likes vacations.,Who likes vacations?,He.,
He drank water today.,Drank what?,Water today.,
He likes carpet flooring.,Who likes carpet flooring?,He.,
He charged the computer.,Charged what?,The computer.,
He went to the dance.,Went where?,To the dance.,
He put stickers on the wall.,Put stickers where?,On the wall.,
He paid the bills.,Paid what?,The bills.,
He took a test.,Took what?,A test.,
He took a train.,Took what?,A train.,
He boarded the airplane.,Boarded what?,The airplane.,
He left the park.,Left where?,The park.,
He made a friend.,Made what?,Friend.,
He listened to music.,Listened to what?,Music.,
He painted a landscape.,Painted what?,A landscape.,
He improvised a presentation.,Improvised what?,A presentation.,
He performed a musical.,Performed what?,A musical.,
He studied hard.,Who studied hard?,He.,
He made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
He calculated averages.,Calculated what?,Averages.,
He lost the keys.,Lost what?,Keys.,
He sold the clothes.,Sold what?,Clothes.,
He danced all night.,Danced when?,All night.,
He knew her.,Knew who?,Her,
He recognized him.,Recognized who?,Him.,
He saw a dog.,Saw what?,Dog.,
He volunteered at the park.,Volunteered where?,At the park.,
He lost the game.,Lost what?,Game.,
He won the match.,Won what?,Match.,
He picked up the phone.,Picked up what?,The phone.,
He scrolled down the webpage.,Scrolled down what?,The webpage.,
He did the homework.,Did what?,The homework.,
He cleaned the window.,Cleaned what?,The window.,
He opened the window.,Opened what?,The window.,
He closed the door.,Closed what?,The door.,
He drew a picture.,Drew what?,Pictures.,
He took a picture.,Took what?,Them.,
He bought colored pencils.,Bought what?,Colored pencils.,
He created an origami plane.,Created what?,An origami plane.,
He slept for 15 hours.,Slept how?,He.,
He bought a leather jacket.,Bought what?,A leather jacket.,
He saw a Broadway musical.,Saw what?,A Broadway musical.,
He wrote 20 pages.,Wrote what?,20 pages.,
He needs to write 20 pages.,Needs to what?,20 pages.,
He drew on the blackboard.,Drew where?,On the blackboard.,
He found the iPad.,Found what?,iPad.,
He bought a pen and pencil.,Bought what?,Pen and pencil.,
He learned to code.,Learned what?,Code.,
He found the treasure.,Found what?,The treasure.,
He played soccer.,Played what?,Soccer.,
He was injured.,Who was injured?,He.,
He woke up to cold weather.,Woke up to what?,Cold.,
He stepped outside.,Stepped where?,Outside.,
He went to bed.,Went where?,To bed.,
He fell asleep.,Who fell asleep?,He.,
He took a nap. ,Took what?,A nap.,
He got sick.,Got what?,Sickness.,
He put on a hat.,Put on what?,A hat.,
He called the principal.,Called who?,The principal.,
He fell off a swing.,Fell off what?,Swing.,
He found seashells.,Found what?,Seashells.,
He visited a family member.,Visited who?,A family member.,
He paused the song.,Paused what?,The song.,
He invited a friend.,Invited who?,A friend.,
He hung out with a friend.,Hung out with who?,Friends.,
He composed new music.,Composed what?,New music.,
He wrote a novel.,Wrote what?,A novel.,
He exercised at the gym.,Exercised where?,At the gym.,
He stayed hydrated.,Stayed what?,Hydrated.,
He played with the dog.,Played with what?,The dog.,
He practiced for 40 hours.,Practiced how?,For 40 hours.,
He went on a rollercoaster.,Went where?,A rollercoaster.,
He rolled down the hill.,Rolled down what?,The hill.,
He turned off the light.,Turned off what?,The light.,
He knitted a scarf.,Knitted what?,A scarf.,
He voted in the election.,Voted in what?,Election.,
He drank three coffees.,Drank what?,Coffees.,
He bought new earrings.,Bought what?,Earrings.,
She makes soup.,Who makes soup?,She.,
She makes houses.,Who makes houses?,She.,
She cooks beans.,Who cooks beans?,She.,
She went home early.,Went home when?,Early.,
She sings a song.,Who sings a song?,She.,
She loves dogs.,Who loves dogs?,She.,
She plays piano.,Who plays piano?,She.,
She goes to concerts.,Who goes to concerts?,She.,
She swims at the beach.,Who swims at the beach?,She.,
She went to the mall.,Went where?,The mall.,
She fixed the car.,Fixed what?,The car.,
She ate fruit snacks.,Ate what?,Fruit snacks.,
She designed stickers.,Designed what?,Those stickers.,
She wrote a story.,Wrote what?,A story.,
She made a program.,Made what?,That program.,
She cleaned the room.,Cleaned what?,The room.,
She watched the kids.,Watched who?,Kids.,
She eats chicken nuggets.,Who eats chicken nuggets?,She.,
She likes fruit snacks.,Who likes fruit snacks?,She.,
She plays viola.,Who plays viola?,She.,
She conducts an orchestra.,Conducts what?,An orchestra.,
She loves warm weather.,Who loves warm weather?,She.,
She ate peppermint bites.,Ate what?,Peppermint bites.,
She likes vacations.,Who likes vacations?,She.,
She drank water today.,Drank what?,Water today.,
She likes carpet flooring.,Who likes carpet flooring?,She.,
She charged the computer.,Charged what?,The computer.,
She went to the dance.,Went where?,To the dance.,
She put stickers on the wall.,Put stickers where?,On the wall.,
She paid the bills.,Paid what?,The bills.,
She took a test.,Took what?,A test.,
She took a train.,Took what?,A train.,
She boarded the airplane.,Boarded what?,The airplane.,
She left the park.,Left where?,The park.,
She made a friend.,Made what?,Friend.,
She listened to music.,Listened to what?,Music.,
She painted a landscape.,Painted what?,A landscape.,
She improvised a presentation.,Improvised what?,A presentation.,
She performed a musical.,Performed what?,A musical.,
She studied hard.,Who studied hard?,She.,
She made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
She calculated averages.,Calculated what?,Averages.,
She lost the keys.,Lost what?,Keys.,
She sold the clothes.,Sold what?,Clothes.,
She danced all night.,Danced when?,All night.,
She knew her.,Knew who?,Her,
She recognized him.,Recognized who?,Him.,
She saw a dog.,Saw what?,Dog.,
She volunteered at the park.,Volunteered where?,At the park.,
She lost the game.,Lost what?,Game.,
She won the match.,Won what?,Match.,
She picked up the phone.,Picked up what?,The phone.,
She scrolled down the webpage.,Scrolled down what?,The webpage.,
She did the homework.,Did what?,The homework.,
She cleaned the window.,Cleaned what?,The window.,
She opened the window.,Opened what?,The window.,
She closed the door.,Closed what?,The door.,
She drew a picture.,Drew what?,Pictures.,
She took a picture.,Took what?,Them.,
She bought colored pencils.,Bought what?,Colored pencils.,
She created an origami plane.,Created what?,An origami plane.,
She slept for 15 hours.,Slept how?,She.,
She bought a leather jacket.,Bought what?,A leather jacket.,
She saw a Broadway musical.,Saw what?,A Broadway musical.,
She wrote 20 pages.,Wrote what?,20 pages.,
She needs to write 20 pages.,Needs to what?,20 pages.,
She drew on the blackboard.,Drew where?,On the blackboard.,
She found the iPad.,Found what?,iPad.,
She bought a pen and pencil.,Bought what?,Pen and pencil.,
She learned to code.,Learned what?,Code.,
She found the treasure.,Found what?,The treasure.,
She played soccer.,Played what?,Soccer.,
She was injured.,Who was injured?,She.,
She woke up to cold weather.,Woke up to what?,Cold.,
She stepped outside.,Stepped where?,Outside.,
She went to bed.,Went where?,To bed.,
She fell asleep.,Who fell asleep?,She.,
She took a nap. ,Took what?,A nap.,
She got sick.,Got what?,Sickness.,
She put on a hat.,Put on what?,A hat.,
She called the principal.,Called who?,The principal.,
She fell off a swing.,Fell off what?,Swing.,
She found seashells.,Found what?,Seashells.,
She visited a family member.,Visited who?,A family member.,
She paused the song.,Paused what?,The song.,
She invited a friend.,Invited who?,A friend.,
She hung out with a friend.,Hung out with who?,Friends.,
She composed new music.,Composed what?,New music.,
She wrote a novel.,Wrote what?,A novel.,
She exercised at the gym.,Exercised where?,At the gym.,
She stayed hydrated.,Stayed what?,Hydrated.,
She played with the dog.,Played with what?,The dog.,
She practiced for 40 hours.,Practiced how?,For 40 hours.,
She went on a rollercoaster.,Went where?,A rollercoaster.,
She rolled down the hill.,Rolled down what?,The hill.,
She turned off the light.,Turned off what?,The light.,
She knitted a scarf.,Knitted what?,A scarf.,
She voted in the election.,Voted in what?,Election.,
She drank three coffees.,Drank what?,Coffees.,
She bought new earrings.,Bought what?,Earrings.,
Mary makes soup.,Who makes soup?,Mary.,
Mary makes houses.,Who makes houses?,Mary.,
Mary cooks beans.,Who cooks beans?,Mary.,
Mary went home early.,Went home when?,Early.,
Mary sings a song.,Who sings a song?,Mary.,
Mary loves dogs.,Who loves dogs?,Mary.,
Mary plays piano.,Who plays piano?,Mary.,
Mary goes to concerts.,Who goes to concerts?,Mary.,
Mary swims at the beach.,Who swims at the beach?,Mary.,
Mary went to the mall.,Went where?,The mall.,
Mary fixed the car.,Fixed what?,The car.,
Mary ate fruit snacks.,Ate what?,Fruit snacks.,
Mary designed stickers.,Designed what?,Those stickers.,
Mary wrote a story.,Wrote what?,A story.,
Mary made a program.,Made what?,That program.,
Mary cleaned the room.,Cleaned what?,The room.,
Mary watched the kids.,Watched who?,Kids.,
Mary eats chicken nuggets.,Who eats chicken nuggets?,Mary.,
Mary likes fruit snacks.,Who likes fruit snacks?,Mary.,
Mary plays viola.,Who plays viola?,Mary.,
Mary conducts an orchestra.,Conducts what?,An orchestra.,
Mary loves warm weather.,Who loves warm weather?,Mary.,
Mary ate peppermint bites.,Ate what?,Peppermint bites.,
Mary likes vacations.,Who likes vacations?,Mary.,
Mary drank water today.,Drank what?,Water today.,
Mary likes carpet flooring.,Who likes carpet flooring?,Mary.,
Mary charged the computer.,Charged what?,The computer.,
Mary went to the dance.,Went where?,To the dance.,
Mary put stickers on the wall.,Put stickers where?,On the wall.,
Mary paid the bills.,Paid what?,The bills.,
Mary took a test.,Took what?,A test.,
Mary took a train.,Took what?,A train.,
Mary boarded the airplane.,Boarded what?,The airplane.,
Mary left the park.,Left where?,The park.,
Mary made a friend.,Made what?,Friend.,
Mary listened to music.,Listened to what?,Music.,
Mary painted a landscape.,Painted what?,A landscape.,
Mary improvised a presentation.,Improvised what?,A presentation.,
Mary performed a musical.,Performed what?,A musical.,
Mary studied hard.,Who studied hard?,Mary.,
Mary made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
Mary calculated averages.,Calculated what?,Averages.,
Mary lost the keys.,Lost what?,Keys.,
Mary sold the clothes.,Sold what?,Clothes.,
Mary danced all night.,Danced when?,All night.,
Mary knew her.,Knew who?,Her,
Mary recognized him.,Recognized who?,Him.,
Mary saw a dog.,Saw what?,Dog.,
Mary volunteered at the park.,Volunteered where?,At the park.,
Mary lost the game.,Lost what?,Game.,
Mary won the match.,Won what?,Match.,
Mary picked up the phone.,Picked up what?,The phone.,
